,State,State ID,District,District ID,Year,ABY,Year2017,Year2018,Year2019,2018andABY,2019andABY,% Institutional deliveries to Total Reported Deliveries,Total Number of reported live births,% live birth to Reported Birth,% Newborns having weight less than 2.5 kg to Newborns weighed at birth,% Newborns given OPV0 at birth to Reported live birth,% Newborns given BCG to Reported live birth,% Newborns given Hep-B0(Birth Dose)at birth to Reported live birth,% Infants 0 to 11 months old who received Measles+ MR vaccine to reported live births,No of children 16-24 months age given Measles Rubella Vaccine 2nd dose,Total Number of Infant Deaths reported,Total no. maternal deaths,Total number of pregnant women Registered for ANC,MMR,IMR,Doctor,Sub Centres,PHCs,CHCs,Sub Divisional Hospitals,District Hospitals,Total Health Centres,GDP_PC,Poor_GDP_PC
1787,Uttar Pradesh,34,Allahabad,3,2019,1,0,0,1,0,1,94.1,111104,99.0,7.3,48.5,145.7,35.5,135.8,124970,210,158,179929,142.21,1.89,143,562,84,166,166,7,819,70418,1
1788,Uttar Pradesh,34,Ambedkar Nagar,4,2017,0,1,0,0,0,0,89.8,38717,98.6,7.8,94.6,135.9,55.7,131.6,20,587,129,53955,333.19,15.16,46,272,28,30,30,2,332,58821,1
1789,Uttar Pradesh,34,Ambedkar Nagar,4,2018,1,0,1,0,1,0,91.7,37664,98.6,8.9,97.8,146.9,66.8,163.8,20339,345,72,63592,191.16,9.16,75,272,28,30,30,2,332,66511,1
1790,Uttar Pradesh,34,Ambedkar Nagar,4,2019,1,0,0,1,0,1,92.6,37144,99.2,7.9,108.1,148.5,80.9,164.2,53913,200,43,60972,115.77,5.38,143,272,28,30,30,2,332,70418,1
1791,Uttar Pradesh,34,Auraiya,5,2017,0,1,0,0,0,0,87.2,21018,98.8,7.9,70.7,139.3,57.5,122.3,0,74,63,41347,299.74,3.52,46,165,26,16,16,2,209,58821,1
1792,Uttar Pradesh,34,Auraiya,5,2018,1,0,1,0,1,0,88.6,19320,98.5,12.1,75.6,151.2,72.0,185.1,5001,9,50,44710,258.8,0.47,75,165,26,15,15,2,208,66511,1
1793,Uttar Pradesh,34,Auraiya,5,2019,1,0,0,1,0,1,90.2,19165,98.7,12.9,93.3,177.2,79.0,190.5,31340,92,34,50089,177.41,4.8,143,165,26,15,15,2,208,70418,1
1794,Uttar Pradesh,34,Azamgarh,6,2017,0,1,0,0,0,0,89.9,60807,99.5,10.9,74.5,183.8,48.7,166.7,3125,18,39,130857,64.14,0.3,46,493,77,46,46,3,619,58821,1
1795,Uttar Pradesh,34,Azamgarh,6,2018,1,0,1,0,1,0,90.2,57038,99.3,10.6,99.5,230.8,64.0,199.9,24986,71,74,156044,129.74,1.24,75,493,77,53,53,3,626,66511,1
1796,Uttar Pradesh,34,Azamgarh,6,2019,1,0,0,1,0,1,91.2,60675,99.1,9.6,113.2,252.8,87.9,235.5,77402,89,23,204050,37.91,1.47,143,493,77,53,53,3,626,70418,1
1797,Uttar Pradesh,34,Bagpat,7,2017,0,1,0,0,0,0,86.1,20550,98.9,10.0,94.1,139.1,51.1,138.1,0,83,33,33996,160.58,4.04,46,200,24,41,41,1,266,58821,1
1798,Uttar Pradesh,34,Bagpat,7,2018,1,0,1,0,1,0,89.2,22945,99.1,11.9,95.7,144.4,53.1,143.4,13781,111,18,33971,78.45,4.84,75,200,24,66,66,1,291,66511,1
1799,Uttar Pradesh,34,Bagpat,7,2019,1,0,0,1,0,1,93.1,33388,99.3,10.3,82.4,115.2,58.6,101.3,29369,43,17,38516,50.92,1.29,143,200,24,66,66,1,291,70418,1
1800,Uttar Pradesh,34,Bahraich,8,2017,0,1,0,0,0,0,79.3,81053,98.1,12.0,73.3,137.8,56.9,110,5644,1326,72,122409,88.83,16.36,46,310,61,36,36,2,409,58821,1
1801,Uttar Pradesh,34,Bahraich,8,2018,1,0,1,0,1,0,78.4,84502,97.5,11.4,70.4,122.5,57.1,105.5,17708,494,65,130963,76.92,5.85,75,310,61,45,45,2,418,66511,1
1802,Uttar Pradesh,34,Bahraich,8,2019,1,0,0,1,0,1,84.2,97662,98.2,11.3,71.5,114.0,58.0,115.8,98789,281,94,151380,96.25,2.88,143,310,61,65,65,2,438,70418,1
1803,Uttar Pradesh,34,Ballia,9,2017,0,1,0,0,0,0,80.0,54325,99.4,7.0,41.5,127.7,23.8,119.6,508,63,16,82004,29.45,1.16,46,367,81,31,31,2,481,58821,1
1804,Uttar Pradesh,34,Ballia,9,2018,1,0,1,0,1,0,83.5,57025,99.5,6.9,31.6,104.7,17.1,141.8,2585,2,9,90725,15.78,0.04,75,367,81,31,31,2,481,66511,1
1805,Uttar Pradesh,34,Ballia,9,2019,1,0,0,1,0,1,82.7,48873,98.4,6.2,59.8,154.5,33.5,158.3,47132,57,1,105686,2.05,1.17,143,367,81,31,31,2,481,70418,1
1806,Uttar Pradesh,34,Balrampur,10,2017,0,1,0,0,0,0,61.4,54522,98.3,8.3,57.3,116.0,44.0,90.5,2,226,75,71202,137.56,4.15,46,215,25,24,24,3,267,58821,1
1807,Uttar Pradesh,34,Balrampur,10,2018,1,0,1,0,1,0,60.2,57621,98.1,8.3,61.9,119.3,50.2,106.2,14107,178,42,82920,72.89,3.09,75,215,25,24,24,3,267,66511,1
1808,Uttar Pradesh,34,Balrampur,10,2019,1,0,0,1,0,1,68.7,66840,98.7,6.8,54.7,107.8,45.2,108.4,60629,74,53,93263,79.29,1.11,143,215,25,26,26,3,269,70418,1
1809,Uttar Pradesh,34,Banda,11,2017,0,1,0,0,0,0,95.6,36946,98.0,13.9,74.3,102.5,62.9,115.6,51,130,35,57261,94.73,3.52,46,277,52,16,16,2,347,58821,1
1810,Uttar Pradesh,34,Banda,11,2018,1,0,1,0,1,0,96.6,36767,98.3,21.0,82.6,109.4,62.7,130.7,14682,22,44,63183,119.67,0.6,75,277,52,17,17,3,349,66511,1
1811,Uttar Pradesh,34,Banda,11,2019,1,0,0,1,0,1,96.6,37441,98.2,22.1,90.4,109.5,54.6,143.1,47481,80,45,60975,120.19,2.14,143,277,52,17,17,3,349,70418,1
1812,Uttar Pradesh,34,Barabanki,12,2017,0,1,0,0,0,0,92.9,55660,98.2,14.2,57.9,153.7,42.1,144.2,0,211,60,95187,107.8,3.79,46,352,55,80,80,2,489,58821,1
1813,Uttar Pradesh,34,Barabanki,12,2018,1,0,1,0,1,0,92.7,55598,98.1,12.7,72.0,150.9,47.8,172.5,19683,187,48,104540,86.33,3.36,75,352,55,91,91,2,500,66511,1
1814,Uttar Pradesh,34,Barabanki,12,2019,1,0,0,1,0,1,94.4,53583,98.2,13.5,82.8,153.7,60.5,166.5,74009,164,102,104156,190.36,3.06,143,352,55,91,91,2,500,70418,1
1815,Uttar Pradesh,34,Bareilly,13,2017,0,1,0,0,0,0,73.0,74617,99.2,7.6,59.3,116.9,51.5,133.4,89,114,10,108813,13.4,1.53,46,423,81,43,43,2,549,58821,1
1816,Uttar Pradesh,34,Bareilly,13,2018,1,0,1,0,1,0,79.8,101306,99.3,8.8,40.9,106.0,36.3,114.6,29957,0,36,124138,35.54,0.0,75,423,81,94,94,2,600,66511,1
1817,Uttar Pradesh,34,Bareilly,13,2019,1,0,0,1,0,1,74.2,75612,99.0,13.6,57.1,149.5,50.2,159,110130,278,51,130837,67.45,3.68,143,423,81,94,94,2,600,70418,1
1818,Uttar Pradesh,34,Basti,14,2017,0,1,0,0,0,0,88.3,42834,98.6,14.2,67.3,144.7,53.6,134.7,630,134,74,86482,172.76,3.13,46,273,37,21,21,4,335,58821,1
1819,Uttar Pradesh,34,Basti,14,2018,1,0,1,0,1,0,94.0,50868,98.8,9.9,55.3,120.5,43.6,136,23055,174,92,91619,180.86,3.42,75,273,39,35,35,4,351,66511,1
1820,Uttar Pradesh,34,Basti,14,2019,1,0,0,1,0,1,95.3,46292,99.0,11.5,58.2,161.9,57.7,149.5,59534,118,34,90232,73.45,2.55,143,273,39,35,35,4,351,70418,1
1821,Uttar Pradesh,34,Bijnor,15,2017,0,1,0,0,0,0,81.8,86830,99.0,17.5,58.9,101.3,17.8,83.7,243,312,108,99225,124.38,3.59,46,343,64,26,26,2,435,58821,1
1822,Uttar Pradesh,34,Bijnor,15,2018,1,0,1,0,1,0,86.2,93691,99.2,5.6,52.8,106.8,23.0,147.8,38760,423,83,104128,88.59,4.51,75,343,64,40,40,2,449,66511,1
1823,Uttar Pradesh,34,Bijnor,15,2019,1,0,0,1,0,1,83.6,75615,99.3,7.9,82.1,130.7,32.2,145.5,88607,117,69,108866,91.25,1.55,143,343,64,40,40,2,449,70418,1
1824,Uttar Pradesh,34,Budaun,16,2017,0,1,0,0,0,0,74.6,67062,98.5,12.8,79.9,128.9,46.1,126.2,431,101,122,106263,181.92,1.51,46,291,57,44,44,2,394,58821,1
1825,Uttar Pradesh,34,Budaun,16,2018,1,0,1,0,1,0,78.0,63803,98.1,12.8,72.2,116.0,47.7,137.4,20632,105,129,110941,202.18,1.65,75,291,57,44,44,2,394,66511,1
1826,Uttar Pradesh,34,Budaun,16,2019,1,0,0,1,0,1,78.3,67175,98.6,11.5,76.4,118.9,47.9,130.4,67070,135,77,118028,114.63,2.01,143,291,57,72,72,2,422,70418,1
1827,Uttar Pradesh,34,Bulandshahar,17,2017,0,1,0,0,0,0,71.4,51313,99.1,13.2,93.6,167.0,58.8,175.2,0,154,70,95792,136.42,3.0,46,344,71,24,24,4,443,58821,1
1828,Uttar Pradesh,34,Bulandshahar,17,2018,1,0,1,0,1,0,84.4,88821,99.6,11.0,53.9,90.6,33.2,105.2,34317,117,87,102979,97.95,1.32,75,344,71,41,41,4,460,66511,1
1829,Uttar Pradesh,34,Bulandshahar,17,2019,1,0,0,1,0,1,86.4,102898,99.5,8.9,67.8,110.6,34.3,99.4,85823,172,70,132660,68.03,1.67,143,344,71,41,41,4,460,70418,1
1830,Uttar Pradesh,34,C S M Nagar,18,2017,0,1,0,0,0,0,96.7,31251,98.3,9.2,84.3,144.5,61.4,147,850,143,84,49041,268.79,4.58,46,213,31,26,26,26,270,58821,1
1831,Uttar Pradesh,34,C S M Nagar,18,2018,1,0,1,0,1,0,97.5,30443,98.3,16.6,88.6,146.4,49.5,138.5,15775,187,226,51676,742.37,6.14,75,213,31,26,26,26,270,66511,1
1832,Uttar Pradesh,34,C S M Nagar,18,2019,1,0,0,1,0,1,97.9,29760,99.1,16.7,94.2,152.9,81.1,164.2,44928,141,89,56156,299.06,4.74,143,213,31,26,26,26,270,70418,1
1833,Uttar Pradesh,34,Chandauli,19,2017,0,1,0,0,0,0,84.8,34118,98.7,10.0,52.1,145.6,22.9,139.6,281,31,26,56576,76.21,0.91,46,248,30,53,53,4,335,58821,1
1834,Uttar Pradesh,34,Chandauli,19,2018,1,0,1,0,1,0,91.2,34898,98.9,10.2,52.5,168.1,30.2,158.9,13437,45,36,66520,103.16,1.29,75,248,30,66,66,4,348,66511,1
1835,Uttar Pradesh,34,Chandauli,19,2019,1,0,0,1,0,1,98.5,35734,98.9,9.4,62.4,156.8,38.2,148,45492,67,33,64302,92.35,1.87,143,248,30,66,66,4,348,70418,1
1836,Uttar Pradesh,34,Chitrakoot,20,2017,0,1,0,0,0,0,95.3,20174,98.9,18.9,83.9,117.1,74.7,118.5,0,71,14,26233,69.4,3.52,46,134,28,6,6,1,169,58821,1
1837,Uttar Pradesh,34,Chitrakoot,20,2018,1,0,1,0,1,0,94.9,20303,98.7,18.5,85.9,126.3,73.7,130.3,7655,193,30,28132,147.76,9.51,75,134,28,6,6,1,169,66511,1
1838,Uttar Pradesh,34,Chitrakoot,20,2019,1,0,0,1,0,1,95.4,20426,98.9,17.5,89.0,123.9,75.2,134.4,22982,169,12,30725,58.75,8.27,143,134,28,6,6,1,169,70418,1
1839,Uttar Pradesh,34,Deoria,21,2017,0,1,0,0,0,0,95.8,51573,99.0,7.9,69.2,143.9,40.1,141.2,812,12,317,78416,614.66,0.23,46,320,76,44,44,2,442,58821,1
1840,Uttar Pradesh,34,Deoria,21,2018,1,0,1,0,1,0,96.8,65718,99.3,10.8,61.6,121.2,42.8,110.6,77921,1,52,83789,79.13,0.02,75,320,77,44,44,2,443,66511,1
1841,Uttar Pradesh,34,Deoria,21,2019,1,0,0,1,0,1,96.4,60044,99.3,8.5,70.4,139.7,54.8,137.9,70557,54,13,91921,21.65,0.9,143,320,77,44,44,2,443,70418,1
1842,Uttar Pradesh,34,Etah,22,2017,0,1,0,0,0,0,71.6,30725,98.9,6.5,69.8,173.5,50.0,167.2,607,131,122,74420,397.07,4.26,46,191,34,10,10,2,237,58821,1
1843,Uttar Pradesh,34,Etah,22,2018,1,0,1,0,1,0,72.1,28801,98.7,7.9,67.3,147.6,48.5,133.7,12862,82,65,56464,225.69,2.85,75,191,34,14,14,2,241,66511,1
1844,Uttar Pradesh,34,Etah,22,2019,1,0,0,1,0,1,80.6,26975,98.9,10.0,65.6,187.3,48.4,189.9,44731,116,77,62502,285.45,4.3,143,191,34,14,14,2,241,70418,1
1845,Uttar Pradesh,34,Etawah,23,2017,0,1,0,0,0,0,98.7,35066,99.2,15.6,106.9,138.9,82.6,114.5,0,13,54,59103,154.0,0.37,46,169,33,24,24,3,229,58821,1
1846,Uttar Pradesh,34,Etawah,23,2018,1,0,1,0,1,0,98.8,33767,99.2,17.9,102.5,136.2,74.0,116.6,5630,39,95,61717,281.34,1.15,75,169,33,24,24,4,230,66511,1
1847,Uttar Pradesh,34,Etawah,23,2019,1,0,0,1,0,1,99.2,34064,99.2,16.7,123.7,150.5,88.1,135,29950,27,63,62305,184.95,0.79,143,169,33,24,24,4,230,70418,1
1848,Uttar Pradesh,34,Faizabad,24,2017,0,1,0,0,0,0,94.0,49061,98.7,8.2,52.5,106.0,32.8,107.9,537,256,95,60191,193.64,5.22,46,255,40,96,96,4,395,58821,1
1849,Uttar Pradesh,34,Faizabad,24,2018,1,0,1,0,1,0,94.0,45519,98.6,10.7,57.1,124.9,35.3,118.3,17458,1025,159,67410,349.3,22.52,75,255,40,96,96,4,395,66511,1
1850,Uttar Pradesh,34,Faizabad,24,2019,1,0,0,1,0,1,94.6,40461,98.0,12.3,75.3,147.1,49.8,155.3,51357,511,79,77420,195.25,12.63,143,255,40,96,96,4,395,70418,1
1851,Uttar Pradesh,34,Farrukhabad,25,2017,0,1,0,0,0,0,71.2,32736,98.3,10.7,95.0,164.5,43.5,150,1360,180,21,83330,64.15,5.5,46,192,31,65,65,3,291,58821,1
1852,Uttar Pradesh,34,Farrukhabad,25,2018,1,0,1,0,1,0,74.4,34187,98.4,14.4,83.3,152.7,43.1,148.8,11466,122,32,86095,93.6,3.57,75,192,31,69,69,3,295,66511,1
1853,Uttar Pradesh,34,Farrukhabad,25,2019,1,0,0,1,0,1,77.9,34575,98.4,15.0,88.2,152.5,47.7,155.5,39607,138,57,72421,164.86,3.99,143,192,31,69,69,3,295,70418,1
1854,Uttar Pradesh,34,Fatehpur,26,2017,0,1,0,0,0,0,79.5,47174,99.1,14.9,79.6,137.7,61.9,124.3,0,38,29,78590,61.47,0.81,46,321,48,17,17,2,388,58821,1
1855,Uttar Pradesh,34,Fatehpur,26,2018,1,0,1,0,1,0,84.8,48463,98.9,16.3,76.0,121.6,60.5,160.1,16413,23,39,82324,80.47,0.47,75,321,48,17,17,2,388,66511,1
1856,Uttar Pradesh,34,Fatehpur,26,2019,1,0,0,1,0,1,84.4,45482,98.9,11.9,81.5,137.0,65.9,166.7,55923,16,25,80719,54.97,0.35,143,321,48,17,17,2,388,70418,1
1857,Uttar Pradesh,34,Firozabad,27,2017,0,1,0,0,0,0,95.4,43206,99.3,11.2,92.2,143.8,54.9,136.2,48,107,34,67357,78.69,2.48,46,220,19,38,38,3,280,58821,1
1858,Uttar Pradesh,34,Firozabad,27,2018,1,0,1,0,1,0,95.3,38977,99.2,12.6,95.2,185.7,59.6,176.7,25150,24,22,72614,56.44,0.62,75,220,19,38,38,3,280,66511,1
1859,Uttar Pradesh,34,Firozabad,27,2019,1,0,0,1,0,1,98.0,42292,99.3,11.3,102.1,184.9,70.1,167.1,52793,76,9,86907,21.28,1.8,143,220,19,38,38,3,280,70418,1
1860,Uttar Pradesh,34,Gautam Buddha Nagar,28,2017,0,1,0,0,0,0,94.2,45468,99.2,18.2,72.5,109.7,40.1,113.5,0,0,34,67252,74.78,0.0,46,128,37,137,137,2,304,58821,1
1861,Uttar Pradesh,34,Gautam Buddha Nagar,28,2018,1,0,1,0,1,0,95.4,45554,99.2,19.1,86.2,111.3,47.3,112.1,10947,1,15,68873,32.93,0.02,75,128,37,152,152,2,319,66511,1
1862,Uttar Pradesh,34,Gautam Buddha Nagar,28,2019,1,0,0,1,0,1,96.3,47459,99.0,19.2,125.1,113.2,94.9,118.2,51978,4,15,66286,31.61,0.08,143,128,37,152,152,2,319,70418,1
1863,Uttar Pradesh,34,Ghaziabad,29,2017,0,1,0,0,0,0,55.6,52213,99.6,17.8,91.2,155.3,39.7,181.4,292,186,24,98294,45.97,3.56,46,146,66,34,34,3,249,58821,1
1864,Uttar Pradesh,34,Ghaziabad,29,2018,1,0,1,0,1,0,85.1,83518,99.8,12.5,68.0,115.6,40.3,114.5,34512,44,40,109312,47.89,0.53,75,146,66,34,34,3,249,66511,1
1865,Uttar Pradesh,34,Ghaziabad,29,2019,1,0,0,1,0,1,93.4,78379,99.7,11.1,60.7,130.9,39.1,125.6,85974,7,26,132141,33.17,0.09,143,146,66,34,34,3,249,70418,1
1866,Uttar Pradesh,34,Ghazipur,30,2017,0,1,0,0,0,0,90.7,57177,98.8,8.7,79.1,154.0,29.6,150.8,188,103,64,95496,111.93,1.8,46,418,12,14,14,2,446,58821,1
1867,Uttar Pradesh,34,Ghazipur,30,2018,1,0,1,0,1,0,91.5,61663,99.1,8.7,68.4,150.3,36.0,162.8,25056,180,95,99331,154.06,2.92,75,418,12,22,22,2,454,66511,1
1868,Uttar Pradesh,34,Ghazipur,30,2019,1,0,0,1,0,1,97.1,55918,99.0,6.4,89.0,182.1,48.8,173.2,82428,172,104,109424,185.99,3.08,143,418,12,22,22,2,454,70418,1
1869,Uttar Pradesh,34,Gonda,31,2017,0,1,0,0,0,0,76.9,66696,98.0,10.4,71.8,154.4,55.4,130.5,34,250,20,119268,29.99,3.75,46,322,52,33,33,2,409,58821,1
1870,Uttar Pradesh,34,Gonda,31,2018,1,0,1,0,1,0,83.5,59603,98.4,12.5,65.0,150.5,49.8,137.5,11982,25,15,108095,25.17,0.42,75,322,52,34,34,2,410,66511,1
1871,Uttar Pradesh,34,Gonda,31,2019,1,0,0,1,0,1,82.6,68761,98.4,12.0,63.7,142.7,54.3,132.5,79551,43,15,112685,21.81,0.63,143,322,52,34,34,2,410,70418,1
1872,Uttar Pradesh,34,Gorakhpur,32,2017,0,1,0,0,0,0,92.1,66623,99.1,6.4,87.6,181.5,41.5,169,5178,171,157,139384,235.65,2.57,46,529,89,55,55,3,676,58821,1
1873,Uttar Pradesh,34,Gorakhpur,32,2018,1,0,1,0,1,0,97.7,99143,99.2,13.0,77.5,127.7,42.4,121.4,33606,10,128,142282,129.11,0.1,75,529,91,68,68,3,691,66511,1
1874,Uttar Pradesh,34,Gorakhpur,32,2019,1,0,0,1,0,1,96.6,63833,98.9,12.9,116.6,195.2,68.6,176.2,100878,119,108,155441,169.19,1.86,143,529,91,72,72,3,695,70418,1
1875,Uttar Pradesh,34,Hamirpur,33,2017,0,1,0,0,0,0,97.4,20509,98.8,10.3,88.1,108.0,48.3,108.4,0,17,15,27694,73.14,0.83,46,214,40,15,15,2,271,58821,1
1876,Uttar Pradesh,34,Hamirpur,33,2018,1,0,1,0,1,0,97.8,19778,98.8,16.7,85.6,107.0,54.0,132.7,5567,4,13,25918,65.73,0.2,75,214,40,15,15,2,271,66511,1
1877,Uttar Pradesh,34,Hamirpur,33,2019,1,0,0,1,0,1,98.3,19162,99.1,19.0,92.8,112.9,59.0,123.4,19397,2,16,26242,83.5,0.1,143,214,40,15,15,2,271,70418,1
1878,Uttar Pradesh,34,Hapur,34,2017,0,1,0,0,0,0,66.3,13523,99.2,8.8,135.3,216.9,54.8,220.7,0,28,4,33494,29.58,2.07,46,176,26,8,8,8,210,58821,1
1879,Uttar Pradesh,34,Hapur,34,2018,1,0,1,0,1,0,89.5,32118,99.3,6.8,75.4,112.8,34.5,111.5,11668,9,11,43926,34.25,0.28,75,176,26,22,22,22,224,66511,1
1880,Uttar Pradesh,34,Hapur,34,2019,1,0,0,1,0,1,96.7,32712,99.2,8.3,84.3,130.1,86.5,110.3,33726,1,26,43545,79.48,0.03,143,176,26,22,22,22,224,70418,1
1881,Uttar Pradesh,34,Hardoi,35,2017,0,1,0,0,0,0,72.5,91300,97.8,11.2,72.4,109.6,55.6,103.6,571,4568,18,122413,19.72,50.03,46,433,62,27,27,2,524,58821,1
1882,Uttar Pradesh,34,Hardoi,35,2018,1,0,1,0,1,0,78.7,91413,97.6,13.6,67.4,101.7,44.4,108.9,32252,339,35,133415,38.29,3.71,75,433,62,27,27,2,524,66511,1
1883,Uttar Pradesh,34,Hardoi,35,2019,1,0,0,1,0,1,79.6,81803,97.4,16.7,72.4,108.7,53.8,122.7,88684,303,203,147596,248.16,3.7,143,433,62,27,27,2,524,70418,1
1884,Uttar Pradesh,34,Hathras,36,2017,0,1,0,0,0,0,62.7,40879,99.3,13.5,61.3,105.2,43.1,83.1,0,3,5,50500,12.23,0.07,46,194,27,21,21,2,244,58821,1
1885,Uttar Pradesh,34,Hathras,36,2018,1,0,1,0,1,0,55.9,43349,99.0,16.6,60.9,92.0,36.0,77.4,10947,6,18,48363,41.52,0.14,75,194,27,29,29,2,252,66511,1
1886,Uttar Pradesh,34,Hathras,36,2019,1,0,0,1,0,1,89.8,40246,99.2,15.8,67.9,108.0,39.6,110,39726,22,1,48770,2.48,0.55,143,194,27,29,29,2,252,70418,1
1887,Uttar Pradesh,34,Jalaun,37,2017,0,1,0,0,0,0,91.0,24785,98.9,13.9,112.6,152.7,107.3,163,347,117,44,53997,177.53,4.72,46,286,41,12,12,3,342,58821,1
1888,Uttar Pradesh,34,Jalaun,37,2018,1,0,1,0,1,0,90.0,24556,98.8,20.2,108.9,134.4,70.1,140.7,9818,85,37,51794,150.68,3.46,75,286,41,29,29,3,359,66511,1
1889,Uttar Pradesh,34,Jalaun,37,2019,1,0,0,1,0,1,90.9,25076,98.9,16.2,100.8,127.7,72.2,140.3,30667,66,38,49193,151.54,2.63,143,286,41,29,29,3,359,70418,1
1890,Uttar Pradesh,34,Jaunpur,38,2017,0,1,0,0,0,0,78.4,71072,99.4,6.5,75.0,168.4,47.1,151.4,0,4,41,118271,57.69,0.06,46,507,83,31,31,2,623,58821,1
1891,Uttar Pradesh,34,Jaunpur,38,2018,1,0,1,0,1,0,86.5,88056,98.7,7.0,43.4,139.2,38.9,131.8,24491,16,102,133156,115.84,0.18,75,507,83,33,33,2,625,66511,1
1892,Uttar Pradesh,34,Jaunpur,38,2019,1,0,0,1,0,1,94.8,80163,99.2,9.7,76.1,169.5,49.3,153.9,104707,34,113,144119,140.96,0.42,143,507,83,33,33,2,625,70418,1
1893,Uttar Pradesh,34,Jhansi,39,2017,0,1,0,0,0,0,96.4,35052,98.8,15.9,81.2,127.5,40.1,125.1,38,5,41,60230,116.97,0.14,46,338,49,76,76,3,466,58821,1
1894,Uttar Pradesh,34,Jhansi,39,2018,1,0,1,0,1,0,98.1,35938,99.1,17.7,78.7,133.1,41.1,118.8,8162,9,32,48081,89.04,0.25,75,338,49,80,80,3,470,66511,1
1895,Uttar Pradesh,34,Jhansi,39,2019,1,0,0,1,0,1,97.8,35220,99.2,16.6,88.7,137.2,54.3,154.1,40702,318,30,53303,85.18,9.03,143,338,49,80,80,3,470,70418,1
1896,Uttar Pradesh,34,Jyotiba Phule Nagar,40,2017,0,1,0,0,0,0,64.9,28121,98.7,10.6,85.7,154.7,55.6,156.6,36,217,76,47188,270.26,7.72,46,175,31,28,28,1,235,58821,1
1897,Uttar Pradesh,34,Jyotiba Phule Nagar,40,2018,1,0,1,0,1,0,70.6,28068,98.6,10.8,66.7,144.9,45.4,131.8,9470,291,69,49527,245.83,10.37,75,175,31,28,28,1,235,66511,1
1898,Uttar Pradesh,34,Jyotiba Phule Nagar,40,2019,1,0,0,1,0,1,73.7,35277,99.1,9.9,56.7,120.0,39.2,137.8,29501,224,72,60299,204.1,6.35,143,175,31,28,28,1,235,70418,1
1899,Uttar Pradesh,34,Kannauj,41,2017,0,1,0,0,0,0,90.1,35619,98.6,7.8,61.7,106.5,47.3,91.1,1604,0,22,42196,61.76,0.0,46,190,30,19,19,2,241,58821,1
1900,Uttar Pradesh,34,Kannauj,41,2018,1,0,1,0,1,0,92.4,34252,98.5,12.1,55.6,118.3,47.9,118.2,10244,48,61,50190,178.09,1.4,75,191,34,22,22,3,250,66511,1
1901,Uttar Pradesh,34,Kannauj,41,2019,1,0,0,1,0,1,91.1,29451,98.6,12.3,67.3,120.2,54.8,124.5,29277,123,36,46887,122.24,4.18,143,191,34,22,22,3,250,70418,1
1902,Uttar Pradesh,34,Kanpur Dehat,42,2017,0,1,0,0,0,0,91.4,24618,98.5,7.1,98.5,163.3,74.6,133.9,0,25,14,62099,56.87,1.02,46,240,31,24,24,1,296,58821,1
1903,Uttar Pradesh,34,Kanpur Dehat,42,2018,1,0,1,0,1,0,93.9,27516,98.9,12.4,68.8,133.4,52.0,104.8,2218,2,12,77202,43.61,0.07,75,240,31,24,24,1,296,66511,1
1904,Uttar Pradesh,34,Kanpur Dehat,42,2019,1,0,0,1,0,1,92.9,24233,98.7,14.3,106.0,174.5,79.5,142.8,29429,0,14,53413,57.77,0.0,143,240,31,24,24,1,296,70418,1
1905,Uttar Pradesh,34,Kanpur Nagar,43,2017,0,1,0,0,0,0,96.8,102230,99.1,23.8,54.3,113.9,36.5,114.6,1755,337,56,158297,54.78,3.3,46,388,82,168,168,6,644,58821,1
1906,Uttar Pradesh,34,Kanpur Nagar,43,2018,1,0,1,0,1,0,96.9,78421,99.1,17.9,53.7,114.0,36.6,173.7,16814,101,12,140253,15.3,1.29,75,390,90,168,168,6,654,66511,1
1907,Uttar Pradesh,34,Kanpur Nagar,43,2019,1,0,0,1,0,1,95.5,53130,99.0,16.8,104.6,195.8,60.0,234.4,88978,147,6,169395,11.29,2.77,143,390,90,168,168,6,654,70418,1
1908,Uttar Pradesh,34,Kashi Ram Nagar,44,2017,0,1,0,0,0,0,76.5,32652,97.6,5.4,66.6,114.9,56.2,98.7,56,139,7,50610,21.44,4.26,46,170,31,17,17,1,219,58821,1
1909,Uttar Pradesh,34,Kashi Ram Nagar,44,2018,1,0,1,0,1,0,81.6,32067,98.2,6.8,68.4,119.1,52.9,119.6,10704,145,42,58212,130.98,4.52,75,170,31,17,17,1,219,66511,1
1910,Uttar Pradesh,34,Kashi Ram Nagar,44,2019,1,0,0,1,0,1,85.3,31559,98.4,10.5,78.4,126.2,65.3,120.6,30363,51,36,55280,114.07,1.62,143,170,31,17,17,1,219,70418,1
1911,Uttar Pradesh,34,Kaushambi,45,2017,0,1,0,0,0,0,93.3,34696,98.1,12.5,74.3,125.3,61.0,107.4,0,199,49,47720,141.23,5.74,46,175,36,17,17,1,229,58821,1
1912,Uttar Pradesh,34,Kaushambi,45,2018,1,0,1,0,1,0,94.5,34834,98.1,17.7,62.9,126.5,55.9,114.7,4383,96,52,52358,149.28,2.76,75,175,36,47,47,1,259,66511,1
1913,Uttar Pradesh,34,Kaushambi,45,2019,1,0,0,1,0,1,95.7,34861,98.4,20.9,78.7,126.7,53.8,127.9,37004,37,65,61371,186.45,1.06,143,175,36,53,53,1,265,70418,1
